protein,intervention,I,II
C11orf54,terbutaline,-0.1411247122313985,-0.01724057422951179
C11orf68,resistance,0.10477141439733995,0.11386528445132549
C11orf68,terbutaline,0.08147523276390523,0.10417263110924029
C11orf73,resistance,-0.011925315325712964,0.14109938641436282
C11orf73,terbutaline,0.05592297200392816,0.11207425803925745
C14orf159,resistance,0.1871363898435474,0.05277671833107662
C14orf159,terbutaline,-0.2640913108712996,-0.3699645884844731
C14orf166,resistance,0.23543709052574716,0.15360986146686018
C14orf166,terbutaline,0.1990847300286921,-0.13443757571875137
C16orf13,resistance,-0.07016936244702403,0.16676433641211807
C16orf13,terbutaline,-0.14422395457612858,-0.1682062728673158
C1QBP,resistance,-0.11753378433752612,-0.05099379315750818
C1QBP,terbutaline,-0.24734368544991148,-0.1619374152590035
C1orf123,resistance,-0.1646040017246929,-0.015543587040922402
C1orf123,terbutaline,-0.08223502163979755,-0.026723437237865372
C20orf27,resistance,0.02559083335678888,0.4043269325949806
C20orf27,terbutaline,0.10664584883572832,0.12107443591298148
C2orf47,resistance,-0.4450569872456049,-0.016346274984866405
C2orf47,terbutaline,0.011935280897021245,-0.18338575529002155
C3,resistance,0.2164606353444256,0.36403476615939057
C3,terbutaline,0.004005667098489733,0.13328477332156638
C4A,resistance,0.12940935499965228,0.4437845046713924
C4A,terbutaline,-0.10287497687294347,-0.054785130838407525
C4BPA,resistance,-0.02359017303456164,0.138210936428424
C4BPA,terbutaline,0.2340284915589459,0.38404103791918764
C6orf203,resistance,-0.32453179909179547,0.25098963670570235
C6orf203,terbutaline,0.0674544522009291,-0.20889718446718497
C8orf82,resistance,-0.2223911921419029,0.06364184881481957
C8orf82,terbutaline,-0.002703273811646521,0.27435949388014524
C9,resistance,0.07265791362005913,0.2509733343810203
C9,terbutaline,-0.011372410827231505,-0.1178794623126304
CA1,resistance,-0.5864594112680995,0.015992091116639573
CA1,terbutaline,-0.023398687673602554,0.0014508102555110074
CA2,resistance,-0.3015596012489021,-0.08082580097085801
CA2,terbutaline,0.029304963291349503,-0.04808531723138376
CA3,resistance,-0.10359633193650707,0.1722156314573966
CA3,terbutaline,-0.0714877563588389,-0.007315216565360198
CA4,resistance,-0.4362113959065214,-0.27356723335161703
CA4,terbutaline,0.11891117065795037,-0.045570564983612304
CAB39,resistance,-0.12715813462314024,0.05032980431449263
CAB39,terbutaline,0.05605898877398347,-0.12193948067713449
CACNA1S,resistance,-0.29349227125702093,-0.21165549130601158
CACNA1S,terbutaline,0.014915839978399138,-0.115353098474404
CACNA2D1,resistance,-0.2762584385351557,-0.14088100653356617
CACNA2D1,terbutaline,-0.0033662693671113486,-0.06714801100866952
CACNB1,resistance,-0.17505966108936452,-0.13736536827684143
CACNB1,terbutaline,0.15963787667559587,-0.07315491579790272
CACNG1,resistance,-0.3181959538163365,-0.06263276136409224
CACNG1,terbutaline,-0.09724673874193603,-0.13019676839023578
CACYBP,resistance,0.4664764739967688,0.316699541301907
CACYBP,terbutaline,0.16504510616610074,0.21676425340802408
CALCOCO2,resistance,-0.659267085198111,NA
CALCOCO2,terbutaline,-0.05049571308983124,1.2587271907029542
CALD1,resistance,-0.09514732712893828,0.42359104314139207
CALD1,terbutaline,-0.06335732910213142,-0.030117718802175435
CALM1,resistance,0.278001202367736,-0.11995310800792947
CALM1,terbutaline,0.2368122704229321,0.22790227825156575
CALML5,resistance,0.11293598109477035,-0.9263331484708404
CALML5,terbutaline,-0.5488471510585171,0.26784878261710054
CALR,resistance,0.42926825679814967,0.09959079135038618
CALR,terbutaline,0.1509142396900465,0.028819008333013763
CALU,resistance,0.029587483798256185,0.31670383286817194
CALU,terbutaline,0.13783321245249455,0.007672631435510002
CAMK2A,resistance,0.11429847164733475,0.12120451296287768
CAMK2A,terbutaline,-0.06892680755065772,-0.1604882323779453
CAMK2B,resistance,-0.017626679673431362,0.1257946424578884
CAMK2B,terbutaline,0.08910431924027626,-0.02666267886046884
CAMK2D,resistance,0.16274888273584714,0.480433814510268
CAMK2D,terbutaline,0.331390121380735,0.20469776455229768
CAMK2G,resistance,-0.28403721623271416,-0.24254845996285712
CAMK2G,terbutaline,-0.2076460037007076,-0.16464833372446375
CAND1,resistance,0.25270936036643626,0.17636951781119925
CAND1,terbutaline,0.027229386665348798,0.16425724544832723
CAND2,resistance,-0.14636660703982735,0.16587240038654238
CAND2,terbutaline,0.14155982676412593,0.10983814565176668
CANX,resistance,0.3129256896207591,0.12403368510835833
CANX,terbutaline,0.12125559025257374,0.20866817706586302
CAP1,resistance,0.6709239917317823,0.25428080548736687
CAP1,terbutaline,0.16132974413446577,0.5888403696896182
CAP2,resistance,-0.1706759712858005,-0.03333036544370005
CAP2,terbutaline,0.2301110390122239,0.09062500619303204
CAPN1,resistance,-0.06673814084774955,0.013173381937764628
CAPN1,terbutaline,0.08131609589342198,0.03082532071257556
CAPN2,resistance,0.15886418129547156,0.25806104501283134
CAPN2,terbutaline,0.1862144505899926,0.07540275174285653
CAPN3,resistance,-0.13293445128427653,-0.047936495851083505
CAPN3,terbutaline,-0.10455856268952587,-0.1878668962874165
CAPNS1,resistance,-0.07213229180746694,0.025734122034711593
CAPNS1,terbutaline,0.15006464290500296,-0.05466039224849162
CAPRIN1,resistance,0.1986544109713808,0.10467018576683307
CAPRIN1,terbutaline,0.18543435132330857,0.05015712589729363
CAPZA1,resistance,0.5440733870594209,0.08645533627214112
CAPZA1,terbutaline,0.00910239876720262,0.21093023027218916
CAPZA2,resistance,-0.07646265801140473,-0.08227302390503155
CAPZA2,terbutaline,-0.043759030606465125,-0.013073963404996855
CAPZB,resistance,-0.057134354317227576,-0.0912366375775826
CAPZB,terbutaline,0.1059338496940956,-0.0053808265857873865
CARHSP1,resistance,0.0997729996409044,-0.2840653985671526
CARHSP1,terbutaline,0.02761596228223695,0.2779590336780221
CARKD,resistance,-0.37704421730952603,0.06415132518688282
CARKD,terbutaline,0.24312370124537638,-0.10606696879307383
CARM1,resistance,-0.18226620913177857,0.3169946706257438
CARM1,terbutaline,0.15426017703597017,0.2684739780622188
CARNS1,resistance,-0.2672210934892491,0.9882810102787194
CARNS1,terbutaline,0.26535663379569063,0.11064864478401715
CARS,resistance,0.07975946041698505,0.07802763065671188
CARS,terbutaline,0.0332731822532657,0.13058562427130602
CASP14,resistance,0.5701452997667532,-0.6679969473600484
CASP14,terbutaline,0.2110551566072882,-0.33504706284502256
CASQ1,resistance,-0.24447700206451575,-0.13542139365914307
CASQ1,terbutaline,0.050709494291031484,-0.03257295875323744
CASQ2,resistance,-0.19341895339602694,0.5609148243907578
CASQ2,terbutaline,-0.0781831758849955,-0.0754899441966872
CAST,resistance,0.4219157927971633,0.2918890488676138
CAST,terbutaline,0.07814097953878046,0.20099498352560374
CAT,resistance,-0.11732092672424292,0.01571348576300391
CAT,terbutaline,-0.05677598291495642,0.04719904587670568
CAV1,resistance,-0.05946662340978597,0.10889838997075985
CAV1,terbutaline,-0.06552055115798165,0.017641177128695062
CAV2,resistance,0.10567252987418334,0.12158348742054326
CAV2,terbutaline,-0.23636880023933893,0.307070593431552
CBR1,resistance,0.44365093988944054,0.2825380174892427
CBR1,terbutaline,0.05109857792745309,0.1262470225565188
CBR4,resistance,-0.17950699080032098,0.33854361415788703
CBR4,terbutaline,0.007777775105598568,0.010330961691811691
CBX3,resistance,1.1135458393793787,0.1161105228699848
CBX3,terbutaline,-0.5258175472578186,0.12493375146316692
CCAR2,resistance,0.1922473081465196,0.20927017238841517
CCAR2,terbutaline,0.09823813386692508,0.17833133854707026
CCBL1,resistance,-0.39963657799883784,-0.33050107200550105
CCBL1,terbutaline,-0.1714889275978743,-0.014213107039078299
CCBL2,resistance,-0.3103628209702811,-0.2665761920034173
CCBL2,terbutaline,-0.023457573469798054,0.1109880802594316
CCDC124,resistance,0.11342591560735767,-0.09149573913734521
CCDC124,terbutaline,0.029044420627369023,0.203590036745639
CCDC28B,resistance,0.2107965672009172,0.1714034130040929
CCDC28B,terbutaline,0.08577134744789724,-0.048256505450344184
CCDC43,resistance,0.013027773420159447,-0.1534479515113507
CCDC43,terbutaline,0.8050237938834736,-0.14452355273660236
CCDC58,resistance,-0.4973470376178045,-0.027379790990727182
CCDC58,terbutaline,-0.16878608517511942,-0.2410366100313491
CCS,resistance,0.05131651864916594,-0.08919760274648425
CCS,terbutaline,-0.005014864518545919,0.09552183354365114
CCT2,resistance,0.25597777393510335,0.34682062954608006
CCT2,terbutaline,0.18809059189580452,0.13730533080788362
CCT3,resistance,0.23557468387101643,0.384524137484922
CCT3,terbutaline,0.10133229469866109,0.0917870241792107
CCT4,resistance,0.22691517318141155,0.27306286151859305
CCT4,terbutaline,0.08166557778363649,0.1300040198535052
CCT5,resistance,0.3373044103667627,0.39410094750536295
CCT5,terbutaline,0.13952520092267756,0.06965143244160228
CCT6A,resistance,0.19247237360562433,0.2901942116661085
CCT6A,terbutaline,0.2801245822548078,0.11145756698502973
CCT7,resistance,0.1994483268126704,0.39511170367911475
CCT7,terbutaline,0.10301613003933159,0.06781902656268546
CCT8,resistance,0.24231571533415824,0.37706265145529505
CCT8,terbutaline,0.14763375501386433,0.06153595545293481
CD2AP,resistance,0.305140483826069,0.24647604911547585
CD2AP,terbutaline,0.12687500749001673,0.37553646540838387
CD34,resistance,-0.13273706526235962,0.32530148262590153
CD34,terbutaline,-0.47598293426964783,-0.5142404052100706
CD36,resistance,0.05158102151301515,0.28454854198983526
CD36,terbutaline,0.040119339312911576,-0.08342777424708488
CD38,resistance,NA,-0.16623517614711325
CD38,terbutaline,0.15766099458661387,-0.2646928955654261
CD44,resistance,1.0194404177197882,0.17370001163901727
CD44,terbutaline,0.4316358898247516,0.11760607128101548
CD59,resistance,-0.019130346179049646,0.08563267506683792
CD59,terbutaline,0.18980929031526578,-0.011032227426003812
CD9,resistance,0.5026325059741052,-0.03742525891608417
CD9,terbutaline,0.07668398990847532,0.2550356394358865
CD93,resistance,0.24980110862097252,0.49279297360339536
CD93,terbutaline,0.2433346568980812,0.2580206005241506
CD99L2,resistance,-0.15623397092891242,0.03735040874849238
CD99L2,terbutaline,0.09142725065610226,0.029727511858798294
CDC37,resistance,0.10711201744567792,0.12153802524704904
CDC37,terbutaline,-0.09291251799413384,0.0036378094299339323
CDC42,resistance,0.23520038816453795,0.011886686175406558
CDC42,terbutaline,-0.06535474627933652,0.21297811380854403
CDH13,resistance,-0.07519047786423906,0.07074481237742702
CDH13,terbutaline,0.06944552778272349,-0.07879302950898441
CDK5RAP3,resistance,0.19226164432713105,-0.14387649528334237
CDK5RAP3,terbutaline,-0.267247833260274,0.062182610957939394
CDNF,resistance,-0.028009319711458654,0.0033392373340208614
CDNF,terbutaline,0.15676133321829894,-0.06465913729831445
CDSN,resistance,0.5013753943012574,-0.6999512385768232
CDSN,terbutaline,-0.3899353306831598,0.3083306126015691
CDV3,resistance,-0.14978964225861344,0.042715776371874625
CDV3,terbutaline,0.05331222622168606,0.21652575789990816
CECR5,resistance,0.0012580831614807306,0.22285017637914933
CECR5,terbutaline,-0.14430724843404016,-0.5226944398712012
CENPV,resistance,-0.3901590176179011,0.41005568984318286
CENPV,terbutaline,0.09613577142455831,0.05212318308783429
CES2,resistance,0.2258931501185771,0.5369540331602433
CES2,terbutaline,0.36654153283983415,0.33902911243908845
CFB,resistance,0.11052160094221922,0.2857866811295815
CFB,terbutaline,-0.01733144700729192,0.22348425671540895
CFH,resistance,0.2535882255052382,0.4972358538024504
CFH,terbutaline,0.07433666989081832,0.2863245352594405
CFL1,resistance,0.5634567297867888,-0.0408462426640015
CFL1,terbutaline,0.12803275005642512,0.1577676492318448
CFL2,resistance,0.01452867810300061,9.339996903201531e-4
CFL2,terbutaline,-0.18594696657060356,-0.20017088515560091
CHCHD10,resistance,-0.3092522340309829,-0.23478671012557228
CHCHD10,terbutaline,0.42169497516282917,-0.25718253111608336
CHCHD2,resistance,-0.19733438713492188,0.317163462309352
CHCHD2,terbutaline,0.02380955358513531,-0.1434756832308858
CHCHD3,resistance,-0.2370469133174569,-0.09837434915942711
CHCHD3,terbutaline,-0.07746871121825112,-0.19942791385492922
CHID1,resistance,-0.045676321869176154,0.2679283006714399
CHID1,terbutaline,0.06971280998442121,0.012833614113878363
CHMP2A,resistance,0.12470230654764218,-0.23516685525690928
CHMP2A,terbutaline,-0.19271279108920078,0.22665191239188673
CHMP4B,resistance,0.3110604705638466,0.3524722330023844
CHMP4B,terbutaline,0.03674235647849527,0.1580920023453043
CHORDC1,resistance,0.09889309170878846,0.3322084170847166
CHORDC1,terbutaline,0.09927255834903942,0.016860611562651104
CHP1,resistance,0.1691261821957184,-0.06175571832514404
CHP1,terbutaline,0.04766204692151188,-0.005738780366238316
CIAPIN1,resistance,0.0061942283331423,-0.07783469281283573
CIAPIN1,terbutaline,0.2336014383373481,NA
CIRBP,resistance,-0.2768360388265843,-0.06357782277417079
CIRBP,terbutaline,-0.14654085915464257,-0.11614595271481971
CISD1,resistance,-0.13310525806301193,0.05048120125711253
CISD1,terbutaline,-0.2845270444662366,-0.3231505127097625
CKAP4,resistance,0.7760121377822458,-0.2998781131493133
CKAP4,terbutaline,-0.15347114343979718,0.3784025029760796
CKAP5,resistance,0.23026733712892192,-0.5834170075460949
CKAP5,terbutaline,0.0991154734683462,0.3819649395434325
CKB,resistance,-0.3301572795143731,0.09652478699199785
CKB,terbutaline,-0.1924957578317104,-0.15173734648382645
CKM,resistance,-0.2718328154592743,-0.15959738565195147
CKM,terbutaline,-0.09087676169265098,-0.1853441069072194
CKMT2,resistance,-0.30366086226868205,-0.11654682017642726
CKMT2,terbutaline,-0.10424979535008944,-0.27137624112451125
CLASP1,resistance,-0.18864463502035836,-0.46286169340973604
CLASP1,terbutaline,0.09140901523693169,-0.054655184895815445
CLASP2,resistance,-0.1460993229363383,-0.15162522915129073
CLASP2,terbutaline,-0.04335087387571089,0.13743458983525114
CLEC3B,resistance,0.23925288717675258,0.15084609853912045
CLEC3B,terbutaline,0.09317211610733828,0.1262039633312142
CLIC1,resistance,1.004292727689874,0.3887918349062347
CLIC1,terbutaline,0.0739552417859252,0.5426500234893906
CLIC5,resistance,0.01232646445347539,-0.10645953065049385
CLIC5,terbutaline,-0.0937393555993744,-0.13339743423183004
CLINT1,resistance,0.19279647049231435,-0.03141798943153473
CLINT1,terbutaline,0.07742616328447322,0.02380529895468945
CLIP1,resistance,0.18707136385982384,0.30327780636345625
CLIP1,terbutaline,0.15853878863655935,0.2521898668049099
CLNS1A,resistance,-0.0082720602873833,0.06816438150899214
CLNS1A,terbutaline,0.0646038981616152,-0.2398753329725418
CLPB,resistance,-0.047707924182832935,0.027022010879639735
CLPB,terbutaline,0.05227710032646549,-0.08234812285382098
CLTB,resistance,0.5052236406152151,0.09431509175449815
CLTB,terbutaline,0.1452661635104063,0.224419633322228
CLTC,resistance,0.4550531411300988,0.40603937990155425
CLTC,terbutaline,0.165629967052299,0.31668789794547364
CLU,resistance,0.44154367391910626,0.18963951512509447
CLU,terbutaline,-0.1554051067901252,0.03685427067079535
CLUH,resistance,-0.25965491440770017,0.0835743318734965
CLUH,terbutaline,0.11802064173788729,-0.16716371307504813
CLYBL,resistance,-0.6407918420372765,-0.10557098272813167
CLYBL,terbutaline,-0.05879656083456924,-0.17700497560981
CMA1,resistance,0.03593836166978992,0.049244064681455715
CMA1,terbutaline,0.09218289108835863,0.004235820373506893
CMBL,resistance,-0.2921709436131178,-0.2551113084768919
CMBL,terbutaline,0.03159451862467222,-0.11096861337168858
CMC1,resistance,-0.15408649104696945,-0.058602403651374146
CMC1,terbutaline,0.024402578937780434,-0.3355791232436915
CMC2,resistance,0.06152769264734884,0.10896944172333511
CMC2,terbutaline,-0.08465621356392335,-0.2922640401527582
CMPK1,resistance,0.3037695712809888,0.003448853948359476
CMPK1,terbutaline,0.06802523773081202,0.03420047070036425
CMYA5,resistance,-0.1823872611983364,-0.20857593837952315
CMYA5,terbutaline,-0.20164752385442597,-0.18629025503793084
CNBP,resistance,0.2604746860200728,-0.08444267507567815
CNBP,terbutaline,0.022081254796573514,-0.3641401002958699
CNDP2,resistance,0.24038870273885365,0.31756459416123395
CNDP2,terbutaline,0.15001871694922217,0.21201936550818745
CNN3,resistance,0.23411501465123052,0.5528543514219854
CNN3,terbutaline,0.012556978553977553,0.04322029702668626
CNP,resistance,-0.006890916476641655,-0.18923823014788277
CNP,terbutaline,-0.20205118487115775,0.03472667037420507
CNPY2,resistance,0.09039407735259382,0.10310452423779526
CNPY2,terbutaline,0.2248808051018112,0.12265633338766586
COA1,resistance,-0.2857615644486238,-0.19548127598126955
COA1,terbutaline,-0.42219383128200266,-0.3126812379068269
COA3,resistance,-0.2894970608749366,0.12838220444363513
COA3,terbutaline,0.016733375521573005,-0.010794635480424919
COA5,resistance,-0.29938872483788703,-0.11439552886814093
COA5,terbutaline,0.0177830182032316,-0.43911728885154844
COA6,resistance,-0.21946465706603974,-0.04939873020299368
COA6,terbutaline,-0.11374806870218593,-0.19704437182590903
COA7,resistance,-0.3120326056051618,-0.12765331874135954
COA7,terbutaline,0.12927060446609276,-0.060245193484847505
COASY,resistance,-0.06280448190025188,-0.18828752466259302
COASY,terbutaline,-0.01082875045117545,-0.05590649359854035
COBL,resistance,NA,-0.03127350855783142
COBL,terbutaline,0.243966655469686,-0.7232664720356512
COL15A1,resistance,-0.03627605219294087,0.124564217747825
COL15A1,terbutaline,0.1508383781578898,0.03129620718669127
COL18A1,resistance,0.1585982150044951,0.32429761740496305
COL18A1,terbutaline,0.11272039326507381,-0.03233767943066912
COL1A1,resistance,0.05654583662401994,0.016133966538319333
COL1A1,terbutaline,0.27499485042589356,0.018098829238016912
COL1A2,resistance,0.1417617969498366,NA
COL1A2,terbutaline,-0.3079565330645182,-1.8073366842225316
COL4A1,resistance,-0.18456728707420794,-0.2335885176870367
